location_aaq,Date,NOx,PM2.5,Toluene,Benzene,SO2,Xylene,Ozone,PM10,NH3,CO
Bollaram,2017-12-01,,,1.4,0.3,,0.2,63.5,,,0.79
"Jeedimetla, Industrial Association building",2017-01-01,,,,,6.0,,,167.0,80.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-01-01,,,,,4.6,,,,,
"Jeedimetla, Industrial Association building",2017-02-01,,,,,10.0,,,195.0,73.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-02-01,,,,,5.1,,,,,
"Jeedimetla, Industrial Association building",2017-03-01,,,,,4.9,,,136.0,124.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-03-01,,,,,4.4,,,,,
"Jeedimetla, Industrial Association building",2017-04-01,,,,,4.6,,,160.0,101.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-04-01,,,,,4.4,,,,,
"Jeedimetla, Industrial Association building",2017-05-01,,,,,4.6,,,142.0,94.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-05-01,,,,,4.5,,,,,
"Jeedimetla, Industrial Association building",2017-06-01,,,,,4.8,,,81.0,125.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-06-01,,,,,4.4,,,,,
"Jeedimetla, Industrial Association building",2017-07-01,,,,,4.8,,,94.0,76.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-07-01,,,,,4.7,,,,,
"Jeedimetla, Industrial Association building",2017-08-01,,,,,5.2,,,91.0,74.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-08-01,,,,,4.6,,,,,
"Jeedimetla, Industrial Association building",2017-09-01,,,,,5.2,,,121.0,78.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-09-01,,,,,4.7,,,,,
"Jeedimetla, Industrial Association building",2017-10-01,,,,,5.0,,,125.0,80.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-10-01,,,,,4.5,,,,,
"Jeedimetla, Industrial Association building",2017-11-01,,,,,4.9,,,137.0,82.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-11-01,,,,,4.5,,,,,
"Jeedimetla, Industrial Association building",2017-12-01,,,,,4.8,,,144.0,81.0,
"Rajendranagar, NG Ranga Agricultural University ",2017-12-01,,,,,4.5,,,,,
Buddha Purnima Project office,2017-01-01,,,,,,,,108.0,,
"Mee-Seva, Warangal ",2017-01-01,,,,,,,,76.0,,
"DIC building, Karimnagar",2017-01-01,,,,,,,,84.0,,
Buddha Purnima Project office,2017-02-01,,,,,,,,82.0,,
"Mee-Seva, Warangal ",2017-02-01,,,,,,,,79.0,,
"DIC building, Karimnagar",2017-02-01,,,,,,,,75.0,,
Buddha Purnima Project office,2017-03-01,,,,,,,,76.0,,
"Mee-Seva, Warangal ",2017-03-01,,,,,,,,71.0,,
"DIC building, Karimnagar",2017-03-01,,,,,,,,86.0,,
Buddha Purnima Project office,2017-04-01,,,,,,,,88.0,,
"Mee-Seva, Warangal ",2017-04-01,,,,,,,,72.0,,
"DIC building, Karimnagar",2017-04-01,,,,,,,,79.0,,
Buddha Purnima Project office,2017-05-01,,,,,,,,62.0,,
"Mee-Seva, Warangal ",2017-05-01,,,,,,,,68.0,,
"DIC building, Karimnagar",2017-05-01,,,,,,,,82.0,,
Buddha Purnima Project office,2017-06-01,,,,,,,,39.0,,
"Mee-Seva, Warangal ",2017-06-01,,,,,,,,61.0,,
"DIC building, Karimnagar",2017-06-01,,,,,,,,59.0,,
Buddha Purnima Project office,2017-07-01,,,,,,,,44.0,,
"Mee-Seva, Warangal ",2017-07-01,,,,,,,,41.0,,
"DIC building, Karimnagar",2017-07-01,,,,,,,,51.0,,
Buddha Purnima Project office,2017-08-01,,,,,,,,43.0,,
"Mee-Seva, Warangal ",2017-08-01,,,,,,,,58.0,,
"DIC building, Karimnagar",2017-08-01,,,,,,,,56.0,,
Buddha Purnima Project office,2017-09-01,,,,,,,,46.0,,
"Mee-Seva, Warangal ",2017-09-01,,,,,,,,54.0,,
"DIC building, Karimnagar",2017-09-01,,,,,,,,62.0,,
Buddha Purnima Project office,2017-10-01,,,,,,,,69.0,,
"Mee-Seva, Warangal ",2017-10-01,,,,,,,,62.0,,
"DIC building, Karimnagar",2017-10-01,,,,,,,,69.0,,
Buddha Purnima Project office,2017-11-01,,,,,,,,64.0,,
"Mee-Seva, Warangal ",2017-11-01,,,,,,,,76.0,,
"DIC building, Karimnagar",2017-11-01,,,,,,,,91.0,,
Buddha Purnima Project office,2017-12-01,,,,,,,,104.0,,
"Mee-Seva, Warangal ",2017-12-01,,,,,,,,78.0,,
"DIC building, Karimnagar",2017-12-01,,,,,,,,90.0,,
Adilabad / Mandamarri,2017-01-01,,,,,,,,,21.0,
Adilabad / Mandamarri,2017-02-01,,,,,,,,,21.0,
Adilabad / Mandamarri,2017-03-01,,,,,,,,,21.0,
Adilabad / Mandamarri,2017-04-01,,,,,,,,,21.0,
Adilabad / Mandamarri,2017-05-01,,,,,,,,,21.0,
Adilabad / Mandamarri,2017-06-01,,,,,,,,,18.0,
Adilabad / Mandamarri,2017-07-01,,,,,,,,,17.0,
Adilabad / Mandamarri,2017-08-01,,,,,,,,,17.0,
Adilabad / Mandamarri,2017-09-01,,,,,,,,,17.0,
Adilabad / Mandamarri,2017-10-01,,,,,,,,,16.0,
Adilabad / Mandamarri,2017-11-01,,,,,,,,,15.0,
Adilabad / Mandamarri,2017-12-01,,,,,,,,,18.0,
"Balanagar , CITD office ",2018-01-01,40.5,50.0,,,4.8,,,162.0,83.0,
"Uppal, Modern food Industry, IDA",2018-01-01,33.9,59.0,,,4.8,,,159.0,75.0,
"Jubilee Hills, Police station",2018-01-01,30.6,,,,5.0,,,143.0,80.0,
"Paradise, HMWS &SB Pump house ",2018-01-01,35.9,,,,4.5,,,144.0,82.0,
"Charminar, TSRTC bus station ",2018-01-01,33.8,66.0,,,4.8,,,165.0,76.0,
"Jeedimetla, Industrial Association Building",2018-01-01,35.0,60.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2018-01-01,23.5,,,,4.6,,,,,
"MGBS, Bus stand ",2018-01-01,24.5,,,,4.7,,,107.0,,
"Chikkadapally, Lepakshi Emporium ",2018-01-01,25.5,,,,4.6,,,102.0,,
"Langar House, Police Station ",2018-01-01,28.6,,,,5.1,,,126.0,,
"Madhapur, Shilpa Kalavedika ",2018-01-01,24.5,,,,4.7,,,121.0,,
"Shameerpet, MRO office",2018-01-01,21.0,,,,4.5,,,63.0,,
"Kukatpally, JNTU",2018-01-01,38.1,65.0,,,5.0,,,160.0,83.0,
"Sainikpuri,  MRO office ",2018-01-01,18.4,,,,4.7,,,93.0,,
"Rajendranaga, NG Rang Agricultural University ",2018-01-01,17.8,,,,,,,61.0,,
"Nacharam, Police station ",2018-01-01,25.1,,,,4.6,,,124.0,,
"Abids, Police station ",2018-01-01,25.4,,,,4.7,,,141.0,,
"KBRN Park, DFO office ",2018-01-01,23.5,,,,4.6,,,104.0,,
HCU,2018-01-01,66.4,70.0,,12.0,10.7,,73.2,147.0,25.0,1.15
Sanathnagar,2018-01-01,71.3,99.0,,2.8,17.0,,35.0,,,0.86
Zoopark,2018-01-01,74.4,96.0,,5.2,6.4,,46.1,182.0,24.6,1.25
Pashamylaram,2018-01-01,84.7,81.0,,1.5,13.1,,27.8,162.0,24.9,0.89
"Bollaram, CAAQMS",2018-01-01,37.7,75.0,,,15.6,,,149.0,25.6,
ICRISAT,2018-01-01,32.6,73.0,,0.2,17.8,,39.4,161.0,14.5,0.8
KUDA,2018-01-01,26.2,,,,8.3,,,127.0,22.0,
" Mee-Seva, Warangal ",2018-01-01,28.5,,,,7.0,,,,26.0,
Balasamudram,2018-01-01,24.2,,,,8.6,,,112.0,,
Nakkalagutta,2018-01-01,26.7,,,,7.9,,,108.0,,
Godavarikhani,2018-01-01,27.2,72.0,,,8.9,,,154.0,23.0,
" DIC building, Karimnagar",2018-01-01,38.5,,,,7.9,,,,25.0,
"CER Club, Kothagudem",2018-01-01,30.3,,,,7.6,,,67.0,26.0,
Jalasouda ,2018-01-01,28.0,,,,8.1,,,67.0,25.0,
Kothur,2018-01-01,32.9,62.0,,,8.1,,,114.0,30.0,
R.C.Puram,2018-01-01,24.0,47.0,,,5.8,,,61.0,,
"Bollaram, SAAQM",2018-01-01,,,,,,,,,,
Sangareddy,2018-01-01,22.8,38.0,,,5.0,,,63.0,,
PETL,2018-01-01,29.0,,,,15.5,,,62.0,,
Gaddapotharam,2018-01-01,22.2,48.0,,,5.9,,,101.0,,
"Nalgonda RO, Building",2018-01-01,23.0,41.0,,,5.8,,,57.0,,
"Choutuppal, Nalgonda",2018-01-01,22.6,,,,5.9,,,62.0,,
Subhasnagar/  Nizamabad,2018-01-01,22.4,,,,6.0,,,61.0,,
Adilabad/ Mandamarri,2018-01-01,21.3,,,,6.1,,,66.0,,
"Balanagar , CITD office ",2018-02-01,36.2,54.0,,,5.1,,,143.0,90.0,
"Uppal, Modern food Industry, IDA",2018-02-01,30.9,53.0,,,5.2,,,139.0,94.0,
"Jubilee Hills, Police station",2018-02-01,29.9,62.0,,,4.8,,,138.0,87.0,
"Paradise, HMWS &SB Pump house ",2018-02-01,35.2,,,,5.1,,,135.0,84.0,
"Charminar, TSRTC bus station ",2018-02-01,31.3,59.0,,,5.0,,,140.0,89.0,
"Jeedimetla, Industrial Association Building",2018-02-01,36.9,66.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2018-02-01,21.8,,,,4.8,,,,,
"MGBS, Bus stand ",2018-02-01,23.3,,,,5.1,,,114.0,,
"Chikkadapally, Lepakshi Emporium ",2018-02-01,24.9,,,,5.1,,,102.0,,
"Langar House, Police Station ",2018-02-01,24.6,,,,5.1,,,142.0,,
"Madhapur, Shilpa Kalavedika ",2018-02-01,22.9,,,,4.9,,,104.0,,
"Shameerpet, MRO office",2018-02-01,18.8,,,,4.4,,,75.0,,
"Kukatpally, JNTU",2018-02-01,35.7,57.0,,,5.5,,,146.0,90.0,
"Sainikpuri,  MRO office ",2018-02-01,22.6,,,,4.7,,,87.0,,
"Rajendranaga, NG Rang Agricultural University ",2018-02-01,16.3,,,,,,,56.0,,
"Nacharam, Police station ",2018-02-01,26.9,,,,5.0,,,111.0,,
"Abids, Police station ",2018-02-01,23.9,,,,4.9,,,134.0,,
"KBRN Park, DFO office ",2018-02-01,17.8,,,,4.5,,,92.0,,
HCU,2018-02-01,65.8,43.0,,8.1,6.8,,59.1,109.0,20.6,0.99
Sanathnagar,2018-02-01,80.0,66.0,,2.1,12.4,,28.9,,,0.79
Zoopark,2018-02-01,86.0,58.0,,4.7,8.1,,34.0,132.0,27.5,1.18
Pashamylaram,2018-02-01,69.3,48.0,,0.6,9.0,,32.3,107.0,19.5,1.01
"Bollaram, CAAQMS",2018-02-01,39.2,53.0,,,12.3,,,127.0,22.8,
ICRISAT,2018-02-01,30.3,45.0,,0.1,16.5,,48.6,116.0,14.1,0.62
KUDA,2018-02-01,36.8,,,,6.3,,,92.0,52.0,
" Mee-Seva, Warangal ",2018-02-01,39.1,,,,7.0,,,,59.0,
Balasamudram,2018-02-01,24.8,,,,7.0,,,81.0,,
Nakkalagutta,2018-02-01,27.6,,,,7.4,,,87.0,,
Godavarikhani,2018-02-01,50.1,57.0,,,13.5,,,116.0,65.0,
" DIC building, Karimnagar",2018-02-01,45.8,,,,6.5,,,,54.0,
"CER Club, Kothagudem",2018-02-01,46.2,,,,4.8,,,61.0,56.0,
Jalasouda ,2018-02-01,38.6,,,,,,,66.0,62.0,
Kothur,2018-02-01,56.0,48.0,,,7.6,,,88.0,70.0,
R.C.Puram,2018-02-01,23.5,51.0,,,6.0,,,99.0,,
"Bollaram, SAAQM",2018-02-01,37.0,,,,17.0,,,178.0,,
Sangareddy,2018-02-01,23.1,46.0,,,4.9,,,83.0,,
PETL,2018-02-01,27.8,,,,15.3,,,98.0,,
Gaddapotharam,2018-02-01,21.8,48.0,,,6.0,,,99.0,,
"Nalgonda RO, Building",2018-02-01,22.8,40.0,,,6.0,,,56.0,,
"Choutuppal, Nalgonda",2018-02-01,22.7,,,,6.1,,,59.0,,
Subhasnagar/  Nizamabad,2018-02-01,22.4,,,,6.0,,,61.0,,
Adilabad/ Mandamarri,2018-02-01,21.5,,,,6.2,,,67.0,,
"Balanagar , CITD office ",2018-03-01,35.7,56.0,,,4.8,,,141.0,88.0,
"Uppal, Modern food Industry, IDA",2018-03-01,34.4,56.0,,,4.5,,,140.0,88.0,
"Jubilee Hills, Police station",2018-03-01,26.3,,,,4.6,,,136.0,89.0,
"Paradise, HMWS &SB Pump house ",2018-03-01,36.6,,,,4.6,,,128.0,87.0,
"Charminar, TSRTC bus station ",2018-03-01,34.2,57.0,,,4.7,,,120.0,85.0,
"Jeedimetla, Industrial Association Building",2018-03-01,33.6,55.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2018-03-01,19.1,,,,4.6,,,,,
"MGBS, Bus stand ",2018-03-01,23.5,,,,4.7,,,117.0,,
"Chikkadapally, Lepakshi Emporium ",2018-03-01,24.2,,,,4.8,,,99.0,,
"Langar House, Police Station ",2018-03-01,28.5,,,,4.8,,,121.0,,
"Madhapur, Shilpa Kalavedika ",2018-03-01,21.2,,,,5.0,,,111.0,,
"Shameerpet, MRO office",2018-03-01,18.6,,,,4.6,,,66.0,,
"Kukatpally, JNTU",2018-03-01,34.1,59.0,,,4.8,,,140.0,88.0,
"Sainikpuri,  MRO office ",2018-03-01,18.4,,,,4.6,,,68.0,,
"Rajendranaga, NG Rang Agricultural University ",2018-03-01,17.1,,,,,,,60.0,,
"Nacharam, Police station ",2018-03-01,25.6,,,,4.7,,,135.0,,
"Abids, Police station ",2018-03-01,28.2,,,,4.9,,,119.0,,
"KBRN Park, DFO office ",2018-03-01,16.6,,,,4.3,,,88.0,,
HCU,2018-03-01,53.8,44.0,,7.2,7.2,,72.9,112.0,19.5,0.89
Sanathnagar,2018-03-01,53.4,66.0,,1.0,11.2,,35.5,,,0.76
Zoopark,2018-03-01,68.9,57.0,,0.8,7.0,,35.5,123.0,27.2,1.16
Pashamylaram,2018-03-01,61.3,52.0,,0.5,4.4,,37.6,109.0,20.5,1.01
"Bollaram, CAAQMS",2018-03-01,36.5,63.0,,,11.3,,,140.0,21.6,
ICRISAT,2018-03-01,22.7,51.0,,0.1,13.1,,51.5,115.0,12.1,0.63
KUDA,2018-03-01,32.8,,,,7.3,,,80.0,60.0,
" Mee-Seva, Warangal ",2018-03-01,32.0,,,,7.1,,,,58.0,
Balasamudram,2018-03-01,34.0,,,,7.7,,,86.0,,
Nakkalagutta,2018-03-01,35.7,,,,7.7,,,90.0,,
Godavarikhani,2018-03-01,37.8,49.0,,,7.9,,,107.0,62.0,
" DIC building, Karimnagar",2018-03-01,36.3,,,,7.4,,,,62.0,
"CER Club, Kothagudem",2018-03-01,33.0,,,,7.4,,,71.0,60.0,
Jalasouda ,2018-03-01,31.6,,,,7.2,,,71.0,55.0,
Kothur,2018-03-01,35.7,56.0,,,8.4,,,108.0,71.0,
R.C.Puram,2018-03-01,22.7,48.0,,,5.8,,,95.0,,
"Bollaram, SAAQM",2018-03-01,29.7,,,,17.2,,,144.0,,
Sangareddy,2018-03-01,22.7,38.0,,,4.7,,,80.0,,
PETL,2018-03-01,27.8,,,,16.8,,,91.0,,
Gaddapotharam,2018-03-01,22.3,49.0,,,6.0,,,96.0,,
"Nalgonda RO, Building",2018-03-01,22.5,44.0,,,5.9,,,63.0,,
"Choutuppal, Nalgonda",2018-03-01,22.8,,,,6.1,,,68.0,,
Subhasnagar/  Nizamabad,2018-03-01,22.2,,,,5.9,,,66.0,,
Adilabad/ Mandamarri,2018-03-01,21.3,,,,6.0,,,70.0,,
"Balanagar , CITD office ",2018-04-01,34.0,54.0,,,4.6,,,140.0,93.0,
"Uppal, Modern food Industry, IDA",2018-04-01,30.0,,,,4.4,,,119.0,99.0,
"Jubilee Hills, Police station",2018-04-01,27.0,,,,4.2,,,108.0,96.0,
"Paradise, HMWS &SB Pump house ",2018-04-01,33.3,,,,4.5,,,111.0,77.0,
"Charminar, TSRTC bus station ",2018-04-01,28.2,52.0,,,4.5,,,100.0,87.0,
"Jeedimetla, Industrial Association Building",2018-04-01,30.7,54.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2018-04-01,19.4,,,,4.4,,,,,
"MGBS, Bus stand ",2018-04-01,23.3,,,,4.5,,,92.0,,
"Chikkadapally, Lepakshi Emporium ",2018-04-01,21.9,,,,4.6,,,103.0,,
"Langar House, Police Station ",2018-04-01,28.1,,,,4.7,,,91.0,,
"Madhapur, Shilpa Kalavedika ",2018-04-01,21.1,,,,4.7,,,108.0,,
"Shameerpet, MRO office",2018-04-01,18.4,,,,4.5,,,65.0,,
"Kukatpally, JNTU",2018-04-01,35.4,56.0,,,4.5,,,130.0,82.0,
"Sainikpuri,  MRO office ",2018-04-01,17.4,,,,4.4,,,69.0,,
"Rajendranaga, NG Rang Agricultural University ",2018-04-01,14.3,,,,,,,55.0,,
"Nacharam, Police station ",2018-04-01,26.2,,,,4.7,,,123.0,,
"Abids, Police station ",2018-04-01,23.1,,,,4.7,,,102.0,,
"KBRN Park, DFO office ",2018-04-01,17.1,,,,4.4,,,78.0,,
HCU,2018-04-01,46.4,29.0,,5.2,3.6,,63.3,89.0,15.5,0.58
Sanathnagar,2018-04-01,48.2,48.0,,0.4,7.1,,39.3,,,0.67
Zoopark,2018-04-01,57.6,37.0,,0.7,5.1,,37.9,97.0,19.2,1.0
Pashamylaram,2018-04-01,50.3,36.0,,0.3,3.5,,33.2,84.0,14.3,0.88
"Bollaram, CAAQMS",2018-04-01,29.7,44.0,,,8.4,,,116.0,20.1,
ICRISAT,2018-04-01,19.3,36.0,,0.1,13.9,,47.3,88.0,9.6,0.52
KUDA,2018-04-01,36.9,,,,8.4,,,82.0,48.0,
" Mee-Seva, Warangal ",2018-04-01,36.3,,,,8.2,,,,45.0,
Balasamudram,2018-04-01,36.5,,,,7.8,,,88.0,,
Nakkalagutta,2018-04-01,36.5,,,,7.8,,,92.0,,
Godavarikhani,2018-04-01,40.6,47.0,,,8.6,,,98.0,49.0,
" DIC building, Karimnagar",2018-04-01,40.0,,,,8.7,,,,53.0,
"CER Club, Kothagudem",2018-04-01,38.6,32.77777777777778,,,8.5,,,81.0,51.0,
Jalasouda ,2018-04-01,36.0,,,,8.6,,,77.0,49.0,
Kothur,2018-04-01,44.1,54.0,,,9.7,,,110.0,56.0,
R.C.Puram,2018-04-01,22.1,45.0,,,5.8,,,94.0,,
"Bollaram, SAAQM",2018-04-01,30.0,,,,16.5,,,159.0,,
Sangareddy,2018-04-01,22.9,40.0,,,4.4,,,79.0,,
PETL,2018-04-01,26.5,,,,15.5,,,88.0,,
Gaddapotharam,2018-04-01,21.8,,,,5.9,,,96.0,,
"Nalgonda RO, Building",2018-04-01,22.1,42.0,,,6.0,,,59.0,,
"Choutuppal, Nalgonda",2018-04-01,22.5,,,,6.1,,,63.0,,
Subhasnagar/  Nizamabad,2018-04-01,21.8,,,,5.9,,,70.0,,
Adilabad/ Mandamarri,2018-04-01,22.1,,,,6.0,,,74.0,,
"Balanagar , CITD office ",2018-05-01,32.9,55.0,,,4.8,,,131.0,89.0,
"Uppal, Modern food Industry, IDA",2018-05-01,32.5,,,,4.7,,,112.0,95.0,
"Jubilee Hills, Police station",2018-05-01,26.3,59.0,,,4.7,,,124.0,91.0,
"Paradise, HMWS &SB Pump house ",2018-05-01,35.0,,,,4.7,,,125.0,80.0,
"Charminar, TSRTC bus station ",2018-05-01,28.2,57.0,,,4.7,,,94.0,90.0,
"Jeedimetla, Industrial Association Building",2018-05-01,31.5,58.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2018-05-01,21.3,,,,4.4,,,,,
"MGBS, Bus stand ",2018-05-01,23.2,,,,4.5,,,87.0,,
"Chikkadapally, Lepakshi Emporium ",2018-05-01,23.0,,,,4.7,,,93.0,,
"Langar House, Police Station ",2018-05-01,25.0,,,,4.6,,,100.0,,
"Madhapur, Shilpa Kalavedika ",2018-05-01,20.1,,,,4.7,,,100.0,,
"Shameerpet, MRO office",2018-05-01,19.2,,,,4.5,,,57.0,,
"Kukatpally, JNTU",2018-05-01,34.9,57.0,,,4.7,,,113.0,85.0,
"Sainikpuri,  MRO office ",2018-05-01,17.9,,,,4.6,,,76.0,,
"Rajendranaga, NG Rang Agricultural University ",2018-05-01,15.8,,,,,,,60.0,,
"Nacharam, Police station ",2018-05-01,22.7,,,,4.6,,,122.0,,
"Abids, Police station ",2018-05-01,25.3,,,,4.7,,,111.0,,
"KBRN Park, DFO office ",2018-05-01,16.3,,,,4.5,,,79.4,,
HCU,2018-05-01,32.1,30.0,,3.5,2.8,,69.1,86.0,14.0,0.93
Sanathnagar,2018-05-01,36.8,42.0,,0.3,6.3,,44.6,,,0.57
Zoopark,2018-05-01,48.3,35.0,,1.1,4.3,,41.7,90.0,17.8,0.7
Pashamylaram,2018-05-01,45.7,34.0,,0.1,3.5,,39.4,86.0,11.3,1.19
"Bollaram, CAAQMS",2018-05-01,24.7,39.0,,,7.1,,,113.0,16.9,
ICRISAT,2018-05-01,12.7,31.0,,0.0,14.6,,59.5,88.0,8.3,0.41
KUDA,2018-05-01,39.4,,,,8.4,,,84.0,47.0,
" Mee-Seva, Warangal ",2018-05-01,41.2,,,,8.5,,,,53.0,
Balasamudram,2018-05-01,38.4,,,,8.7,,,78.0,,
Nakkalagutta,2018-05-01,49.8,,,,8.6,,,83.0,,
Godavarikhani,2018-05-01,42.9,45.0,,,9.0,,,101.0,57.0,
" DIC building, Karimnagar",2018-05-01,41.9,,,,8.8,,,,60.0,
"CER Club, Kothagudem",2018-05-01,41.5,36.44444444444444,,,8.6,,,81.0,58.0,
Jalasouda ,2018-05-01,40.1,,,,8.5,,,77.0,58.0,
Kothur,2018-05-01,46.2,48.0,,,9.0,,,107.0,63.0,
R.C.Puram,2018-05-01,22.0,31.0,,,6.0,,,99.0,,
"Bollaram, SAAQM",2018-05-01,32.3,,,,16.6,,,130.0,,
Sangareddy,2018-05-01,22.8,36.0,,,5.2,,,75.0,,
PETL,2018-05-01,29.0,,,,16.4,,,97.0,,
Gaddapotharam,2018-05-01,21.9,,,,6.0,,,94.0,,
"Nalgonda RO, Building",2018-05-01,22.2,35.0,,,6.0,,,79.0,,
"Choutuppal, Nalgonda",2018-05-01,22.6,,,,6.0,,,66.0,,
Subhasnagar/  Nizamabad,2018-05-01,22.6,,,,5.9,,,47.0,,
Adilabad/ Mandamarri,2018-05-01,22.4,,,,5.9,,,74.0,,
"Balanagar , CITD office ",2018-06-01,30.2,56.0,,,4.6,,,110.0,95.0,
"Uppal, Modern food Industry, IDA",2018-06-01,30.3,,,,4.7,,,87.0,91.0,
"Jubilee Hills, Police station",2018-06-01,26.5,59.0,,,4.5,,,108.0,89.0,
"Paradise, HMWS &SB Pump house ",2018-06-01,35.3,,,,4.7,,,99.0,95.0,
"Charminar, TSRTC bus station ",2018-06-01,28.3,59.0,,,4.7,,,94.0,89.0,
"Jeedimetla, Industrial Association Building",2018-06-01,31.7,57.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2018-06-01,19.7,,,,4.4,,,,,
"MGBS, Bus stand ",2018-06-01,25.2,,,,4.8,,,73.0,,
"Chikkadapally, Lepakshi Emporium ",2018-06-01,22.1,,,,4.7,,,83.0,,
"Langar House, Police Station ",2018-06-01,28.0,,,,4.7,,,91.0,,
"Madhapur, Shilpa Kalavedika ",2018-06-01,22.9,,,,4.6,,,72.0,,
"Shameerpet, MRO office",2018-06-01,19.3,,,,4.5,,,55.0,,
"Kukatpally, JNTU",2018-06-01,32.0,61.0,,,4.7,,,100.0,93.0,
"Sainikpuri,  MRO office ",2018-06-01,20.0,,,,4.5,,,75.0,,
"Rajendranaga, NG Rang Agricultural University ",2018-06-01,16.5,,,,,,,48.0,,
"Nacharam, Police station ",2018-06-01,25.7,,,,4.8,,,113.0,,
"Abids, Police station ",2018-06-01,25.5,,,,4.7,,,101.0,,
"KBRN Park, DFO office ",2018-06-01,17.5,,,,4.4,,,53.0,,
HCU,2018-06-01,20.7,18.0,,1.7,2.6,,40.1,50.0,9.4,0.31
Sanathnagar,2018-06-01,26.3,27.0,,0.1,7.8,,25.5,,,0.38
Zoopark,2018-06-01,33.9,23.0,,0.8,3.0,,28.0,46.0,17.5,0.41
Pashamylaram,2018-06-01,46.4,19.0,,0.1,2.9,,14.8,47.0,10.5,1.04
"Bollaram, CAAQMS",2018-06-01,24.1,27.0,,,9.3,,,79.0,27.9,
ICRISAT,2018-06-01,7.4,16.0,,0.0,15.6,,40.2,45.0,7.4,0.29
KUDA,2018-06-01,28.4297711858343,,,,16.50041807732324,,,85.55549122531909,57.83309895833334,
" Mee-Seva, Warangal ",2018-06-01,38.21111550235874,,,,8.66300797325103,,,,60.71118827160495,
Balasamudram,2018-06-01,37.30840057460725,,,,8.682644110275689,,,75.8615288220553,,
Nakkalagutta,2018-06-01,35.90785907859079,,,,8.369118480725625,,,83.44198790627352,,
Godavarikhani,2018-06-01,39.2057457832074,48.22222222222222,,,8.928525193513618,,,103.88711810274464,62.72191358024692,
" DIC building, Karimnagar",2018-06-01,39.03317273913481,,,,9.05832047325103,,,,60.93769290123458,
"CER Club, Kothagudem",2018-06-01,38.56327731804104,44.0,,,8.920751882665945,,,85.41464344480485,57.599262152777776,
Jalasouda ,2018-06-01,37.93569129887728,,,,8.783771494708995,,,82.81968802790495,57.462351190476205,
Kothur,2018-06-01,39.77840330651984,50.44444444444444,,,9.43387896825397,,,110.45664412713384,61.478919753086416,
R.C.Puram,2018-06-01,22.25,17.666666666666668,,,5.648148148148148,,,65.4074074074074,,
"Bollaram, SAAQM",2018-06-01,32.875,,,,16.75,,,121.0,,
Sangareddy,2018-06-01,22.55555555555556,35.44444444444444,,,5.076719576719576,,,58.18518518518518,,
PETL,2018-06-01,30.5,,,,15.5,,,87.5,,
Gaddapotharam,2018-06-01,22.16369047619048,12.0,,,5.574404761904762,,,78.375,,
"Nalgonda RO, Building",2018-06-01,22.35714285714285,,,,5.843915343915345,,,59.0,,
"Choutuppal, Nalgonda",2018-06-01,22.05555555555556,,,,5.851851851851851,,,61.96296296296296,,
Subhasnagar/  Nizamabad,2018-06-01,22.25925925925926,,,,5.907407407407408,,,64.18518518518518,,
Adilabad/ Mandamarri,2018-06-01,22.425925925925927,,,,5.814814814814815,,,68.66666666666669,,
"Balanagar , CITD office ",2018-07-01,31.8,50.0,,,4.5,,,85.0,88.0,
"Uppal, Modern food Industry, IDA",2018-07-01,28.7,53.0,,,4.7,,,79.0,88.0,
"Jubilee Hills, Police station",2018-07-01,27.7,54.0,,,4.4,,,98.0,81.0,
"Paradise, HMWS &SB Pump house ",2018-07-01,35.7,,,,4.6,,,81.0,88.0,
"Charminar, TSRTC bus station ",2018-07-01,28.6,53.0,,,4.4,,,82.0,86.0,
"Jeedimetla, Industrial Association Building",2018-07-01,28.6,,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2018-07-01,18.7,,,,4.4,,,,,
"MGBS, Bus stand ",2018-07-01,23.3,,,,4.6,,,77.0,,
"Chikkadapally, Lepakshi Emporium ",2018-07-01,21.3,,,,4.6,,,78.0,,
"Langar House, Police Station ",2018-07-01,27.3,,,,4.8,,,76.0,,
"Madhapur, Shilpa Kalavedika ",2018-07-01,21.7,,,,4.5,,,71.0,,
"Shameerpet, MRO office",2018-07-01,20.7,,,,4.4,,,69.0,,
"Kukatpally, JNTU",2018-07-01,29.6,,,,4.4,,,84.0,88.0,
"Sainikpuri,  MRO office ",2018-07-01,18.5,,,,4.4,,,67.0,,
"Rajendranaga, NG Rang Agricultural University ",2018-07-01,15.1,,,,,,,46.0,,
